t,id,FDI,schooling,population,gdpgrowth,patent,developed,initial,investment,trade,exports,gspending,inflation,fd
2011,27,1.0157541,13.0,17.962748,0.7496972,15343.0,1,10.58243,15.41297,62.304855,30.700018,20.969173,2.040144,84.0
2012,27,1.7283819,12.9,17.9697,0.7757347,15370.0,1,10.589899,15.501474,61.122417,29.975103,20.777472,1.6617908,83.0
2013,27,1.9552307,12.6,17.976395,1.4577018,14972.0,1,10.597627,15.687256,61.181835,29.9526,20.124022,1.895596,85.0
2014,27,1.9221354,12.7,17.983929,1.8545846,15196.0,1,10.612099,16.364817,58.39839,28.502054,19.829546,1.8258425,85.0
2015,27,1.5479622,12.8,17.991879,1.5476971,14867.0,1,10.630474,16.934826,56.683098,27.651423,19.493755,0.5810081,84.0
2016,27,12.055645,12.9,17.999018,1.1486629,13876.0,1,10.645833,17.223635,58.498287,28.439238,19.11932,2.140283,83.0
2017,27,4.5477934,12.9,18.006056,1.2021943,13301.0,1,10.657254,17.23636,61.945137,30.366125,18.664534,1.8901898,85.0
2002,28,1.0154604,12.7,19.477169,0.8021039,184245.0,1,10.708368,21.525501,22.154272,9.132249,15.041862,1.581763,86.0
2003,28,1.022024,12.8,19.485764,1.9809258,188941.0,1,10.716357,21.61922,22.4771,9.04307,15.246542,1.8570952,87.0
2004,28,1.7491874,12.8,19.495018,2.8426807,189536.0,1,10.735973,22.134018,24.352407,9.641863,15.16888,2.692212,87.0
2005,28,1.0918764,12.8,19.504236,2.5635023,207867.0,1,10.764003,22.939138,25.555994,10.011973,15.055298,3.1149423,86.0
2006,28,2.160488,12.8,19.513878,1.8679556,221784.0,1,10.789315,23.039793,26.900148,10.659822,15.008319,3.0262046,87.0
2007,28,2.3983974,12.9,19.523388,0.9118656,241347.0,1,10.807822,22.357567,27.955803,11.492314,15.214797,2.6862788,87.0
2008,28,2.3183281,13.2,19.532846,-1.0767001,231588.0,1,10.8169,21.317768,29.886799,12.486063,15.98871,1.9451318,84.0
2009,28,1.1148436,13.2,19.541615,-3.3874357,224912.0,1,10.806074,18.848063,24.641563,10.948877,16.822023,0.76234996,87.0
2010,28,1.7611932,13.2,19.549906,1.7182013,241977.0,1,10.771613,18.383467,28.057953,12.315058,16.743158,1.1652505,87.0
2011,28,1.6953233,13.3,19.557167,0.82227755,247750.0,1,10.788649,18.80588,30.789293,13.530539,16.16047,2.0889037,86.0
2012,28,1.5456251,13.3,19.564503,1.5086142,268782.0,1,10.796838,19.581228,30.568184,13.528919,15.533604,1.9178491,87.0
2013,28,1.7166135,13.2,19.571436,1.1450533,287831.0,1,10.811811,19.79098,30.013008,13.544524,15.085069,1.7549157,87.0
2014,28,1.4373909,13.3,19.578777,1.7093215,285096.0,1,10.823197,20.333475,29.968851,13.535774,14.641337,1.8918912,88.0
2015,28,2.7942185,13.3,19.58615,2.1319597,288335.0,1,10.840146,20.37526,27.736773,12.441753,14.359747,1.0693417,89.0
2016,28,2.6430428,13.4,19.593384,0.8419161,295327.0,1,10.861241,20.242867,26.514,11.870352,14.280195,1.0935254,88.0
2017,28,1.8200761,13.4,19.599789,1.5740436,293904.0,1,10.869625,20.504055,27.14232,12.094833,14.150158,1.9007776,88.0
